protein_id	human-baboon	human-cow	human-dog	human-mouse	human-opossum	baboon-cow	baboon-dog	baboon-mouse	baboon-opossum	cow-dog	cow-mouse	cow-opossum	dog-mouse	dog-opossum	mouse-opossum
P17655	0.008794	0.057177	0.066551	0.065939	0.140596	0.059926	0.064932	0.062819	0.136907	0.065057	0.071887	0.159388	0.084671	0.142238	0.160260
P17658	0.007811	0.040053	0.049852	0.072826	0.131668	0.039963	0.049804	0.074690	0.133554	0.032126	0.081633	0.134936	0.084003	0.133227	0.155562
P17661	0.006161	0.014456	0.020936	0.022801	0.054874	0.010281	0.023024	0.020705	0.048394	0.020893	0.026984	0.056773	0.035739	0.066346	0.057166
P17676	0.006014	0.018061	0.009016	0.194270	0.245533	0.018123	0.009028	0.186131	0.245023	0.014993	0.190396	0.251018	0.198334	0.252201	0.333908
P17677	0.019899	0.095756	0.193716	0.142950	0.237173	0.095647	0.184443	0.134385	0.232017	0.184123	0.148018	0.215900	0.240392	0.345692	0.230539
P17706	0.015580	0.109349	0.067289	0.098926	0.251643	0.102944	0.072219	0.102396	0.238932	0.077340	0.143959	0.241980	0.104379	0.250619	0.269502
P17707	0.005963	0.008965	0.008968	0.017947	0.084197	0.014967	0.031154	0.017951	0.087572	0.011972	0.020964	0.077700	0.014949	0.087455	0.087445
P17735	0.033731	0.082921	0.071331	0.083707	0.104924	0.087565	0.070665	0.089690	0.118374	0.084636	0.099109	0.132177	0.078687	0.104635	0.107996
P17752	0.013779	0.036820	0.022984	0.105464	0.126588	0.043953	0.029977	0.107393	0.189961	0.039075	0.114313	0.133355	0.109604	0.136388	0.168953
P17787	0.006063	0.041237	0.061630	0.060447	0.112097	0.041242	0.059401	0.062572	0.147431	0.057512	0.066995	0.107736	0.082525	0.117190	0.134981
P17812	0.005153	0.020789	0.020811	0.022511	0.024271	0.020803	0.024315	0.026013	0.029602	0.008609	0.015520	0.017255	0.013801	0.015549	0.022486
P17813	0.063519	0.373657	0.281468	0.335818	0.806262	0.356668	0.264002	0.348827	0.777884	0.311037	0.429400	0.769089	0.382433	0.752169	0.838053
P17844	0.019947	0.000010	0.000010	0.013140	0.013070	0.019947	0.019947	0.031842	0.033362	0.000010	0.013140	0.013070	0.013140	0.013070	0.024791
P17858	0.014067	0.060592	0.065686	0.059290	0.223198	0.060587	0.065748	0.063173	0.217474	0.043887	0.064457	0.215997	0.054580	0.210341	0.198926
P17861	0.423896	0.157368	0.491187	0.192538	0.287891	0.528082	0.107425	0.608011	0.861135	0.505986	0.257141	0.326120	0.609493	0.856332	0.395920
P17900	0.083693	0.443739	0.601442	0.365575	0.798201	0.424470	0.594126	0.375728	0.783427	0.573629	0.445526	0.909919	0.541446	0.944766	0.778006
P17931	0.060639	0.188946	0.184493	0.169711	0.239242	0.194574	0.225765	0.184757	0.245791	0.162675	0.179833	0.219655	0.165250	0.289513	0.253544
P17936	0.014231	0.190796	0.209992	0.211694	0.349306	0.193882	0.213145	0.214849	0.351238	0.147186	0.199062	0.322026	0.211391	0.366461	0.378922
P17947	0.003889	0.083108	0.035303	0.126857	0.295039	0.091409	0.039342	0.127293	0.298939	0.112672	0.162826	0.389774	0.126113	0.459632	0.293252
P17948	0.025266	0.168720	0.103731	0.198761	0.191826	0.167703	0.097171	0.192245	0.188314	0.157815	0.260403	0.244644	0.191706	0.176757	0.257616
P17980	0.004511	0.006780	0.009094	0.006825	0.015949	0.006781	0.011370	0.009042	0.015948	0.004535	0.011331	0.016007	0.011376	0.016018	0.018244
P17987	0.005172	0.026171	0.022630	0.035184	0.058621	0.027942	0.019152	0.033202	0.058738	0.022600	0.042267	0.056519	0.036682	0.054660	0.071079
P18031	0.023499	0.106669	0.258527	0.185854	0.179223	0.098771	0.240635	0.182402	0.177644	0.230192	0.163322	0.192384	0.344751	0.373913	0.249202
P18054	0.041509	0.140602	0.157895	0.163238	0.375335	0.124825	0.138067	0.148704	0.368628	0.145450	0.206736	0.382382	0.189791	0.389917	0.394096
P18065	0.010047	0.121197	0.070834	0.145992	0.378311	0.125187	0.078121	0.146926	0.380660	0.096253	0.196154	0.416880	0.162533	0.378847	0.408686
P18074	0.005346	0.021416	0.017378	0.025601	0.062756	0.025586	0.021519	0.028439	0.067253	0.017374	0.028173	0.061466	0.022755	0.058563	0.057272
P18075	0.000010	0.021028	0.025721	0.023324	0.082983	0.021028	0.025721	0.023324	0.082983	0.025742	0.030484	0.096257	0.037588	0.096494	0.090426
P18077	0.000010	0.009170	0.056381	0.009219	0.009791	0.009170	0.056381	0.009219	0.009791	0.065905	0.018474	0.019622	0.066278	0.009791	0.019736
P18084	0.015518	0.086055	0.112122	0.090245	0.190067	0.089808	0.110349	0.090178	0.184977	0.098263	0.099245	0.184105	0.119904	0.204478	0.206018
P18085	0.000010	0.034321	0.034321	0.040374	0.034321	0.034321	0.034321	0.040374	0.034321	0.000010	0.022853	0.000010	0.022853	0.000010	0.022853
P18089	0.023232	0.124716	0.084282	0.183555	0.265633	0.126582	0.084526	0.185649	0.267270	0.098578	0.186401	0.263754	0.164897	0.226329	0.313232
P18146	0.008853	0.054500	0.058484	0.070565	0.140134	0.048919	0.052857	0.064848	0.136081	0.053239	0.080795	0.144633	0.088401	0.130668	0.164890
P18206	0.002733	0.004519	0.032476	0.006331	0.060234	0.007798	0.038098	0.009753	0.067763	0.031701	0.003616	0.048312	0.033700	0.084145	0.049272
P18405	0.068414	0.445250	0.380872	0.559426	0.766729	0.437351	0.381002	0.536715	0.721591	0.264404	0.400239	0.647359	0.413134	0.679088	0.712598
P18428	0.050875	0.308282	0.240994	0.411225	0.697885	0.309350	0.248887	0.426762	0.711962	0.320549	0.462999	0.771732	0.435679	0.733619	0.808145
P18433	0.007322	0.038999	0.038326	0.042044	0.103009	0.042943	0.043384	0.047257	0.149730	0.037661	0.051092	0.096936	0.053603	0.105152	0.106147
P18507	0.000010	0.012650	0.006303	0.006322	0.022645	0.012650	0.006303	0.006322	0.022645	0.014799	0.014818	0.029573	0.012692	0.020477	0.022645
P18509	0.123091	0.223101	0.164259	0.192950	0.520835	0.158016	0.090837	0.148693	0.375597	0.129066	0.193241	0.373240	0.137811	0.382899	0.460987
P18510	0.135285	0.261912	0.235866	0.276860	0.516335	0.373342	0.335915	0.401069	0.676087	0.266480	0.303578	0.514582	0.257183	0.486540	0.536839
P18545	0.012189	0.025000	0.025615	0.038728	0.037639	0.024677	0.024509	0.037105	0.024997	0.012122	0.024467	0.024862	0.012149	0.024691	0.024961
P18564	0.011867	0.069943	0.047805	0.102157	0.191041	0.071000	0.046978	0.101855	0.191685	0.064377	0.110427	0.198070	0.099253	0.192807	0.228280
P18583	0.045357	0.120261	0.119605	0.127781	0.270640	0.123838	0.088103	0.168933	0.328964	0.108919	0.153238	0.306810	0.163551	0.322467	0.308972
P18621	0.000010	0.005433	0.010906	0.005433	0.005433	0.005433	0.010906	0.005433	0.005433	0.016407	0.000010	0.000010	0.016407	0.016407	0.000010
P18627	0.079431	0.314203	0.244892	0.398917	1.040697	0.310808	0.251327	0.419042	1.048386	0.308842	0.506514	1.031438	0.466417	1.062118	1.149447
P18669	0.000010	0.008023	0.004006	0.004002	0.032285	0.008023	0.004006	0.004002	0.032285	0.004004	0.012051	0.040508	0.008022	0.036405	0.036372
P18754	0.009630	0.049180	0.036740	0.064564	0.221159	0.049208	0.036761	0.064600	0.223632	0.039026	0.080631	0.222914	0.070306	0.217557	0.229295
P18825	0.011130	0.064243	0.054230	0.062242	0.337350	0.069467	0.054812	0.062481	0.334448	0.063897	0.089381	0.339275	0.083888	0.356596	0.343176
P18846	0.000010	0.031168	0.017253	0.077657	0.086103	0.031168	0.017253	0.077657	0.086103	0.027677	0.088494	0.089654	0.066831	0.075078	0.124284
P18847	0.005372	0.043881	0.032730	0.049172	0.078005	0.038352	0.027244	0.043658	0.083705	0.032705	0.054987	0.101133	0.038189	0.089388	0.101114
P18848	0.017484	0.161978	0.094098	0.134368	0.397971	0.165800	0.087865	0.121854	0.387319	0.123380	0.212343	0.444085	0.135202	0.376263	0.424765
P18850	0.020224	0.071017	0.088206	0.134761	0.218853	0.070896	0.083788	0.136478	0.216899	0.078622	0.156250	0.225047	0.157022	0.228844	0.267300
P18859	0.075623	0.209222	0.148342	0.211968	0.321108	0.194143	0.098012	0.198250	0.273277	0.149979	0.239251	0.308364	0.192811	0.290585	0.346329
P19021	0.018662	0.077157	0.096775	0.095479	0.159165	0.074984	0.095573	0.097577	0.158619	0.084833	0.109156	0.164171	0.116311	0.185214	0.187360
P19022	0.006481	0.028440	0.017390	0.031806	0.076084	0.027343	0.017401	0.030662	0.074916	0.017487	0.042065	0.113235	0.030714	0.073666	0.084665
P19075	0.229401	0.644411	0.332461	0.394768	0.877871	0.655451	0.322032	0.435488	0.865442	0.521804	0.717952	0.880591	0.330017	0.734301	0.763470
P19086	0.000010	0.042482	0.008366	0.016770	0.033809	0.042482	0.008366	0.016770	0.033809	0.033941	0.036803	0.051243	0.008374	0.033790	0.036641
P19087	0.002804	0.034250	0.037047	0.043291	0.060594	0.034221	0.039902	0.046178	0.057579	0.019852	0.040577	0.049039	0.036871	0.055071	0.055227
P19113	0.018373	0.089695	0.077400	0.131700	0.177777	0.095911	0.080561	0.129706	0.175902	0.078015	0.161956	0.193228	0.145561	0.166117	0.213340
P19174	0.003140	0.029433	0.020588	0.041683	0.064665	0.031000	0.022155	0.041670	0.066228	0.016639	0.045971	0.065613	0.037655	0.058971	0.080544
P19235	0.031016	0.187735	0.199686	0.211750	0.667779	0.197070	0.208178	0.216242	0.678210	0.178406	0.253249	0.716803	0.252583	0.690653	0.683063
P19237	0.000010	0.032815	0.016126	0.021502	0.044161	0.032815	0.016126	0.021502	0.044161	0.021744	0.043850	0.050127	0.026936	0.038584	0.032930
P19320	0.059938	0.258031	0.210785	0.276088	0.670021	0.277394	0.213874	0.276321	0.673060	0.255989	0.367936	0.733046	0.316071	0.691257	0.805634
P19338	0.028421	0.115329	0.069614	0.186589	0.283828	0.107547	0.066657	0.175759	0.282282	0.099209	0.218294	0.291812	0.183154	0.280113	0.343626
P19367	0.027824	0.068714	0.067491	0.098560	0.214965	0.068702	0.060811	0.089277	0.237524	0.071731	0.116907	0.245174	0.095106	0.252127	0.257371
P19387	0.000010	0.003554	0.003554	0.007115	0.025092	0.003554	0.003554	0.007115	0.025092	0.000010	0.003551	0.021469	0.003551	0.021469	0.025073
P19397	0.019048	0.143873	0.157903	0.198002	0.324116	0.150066	0.163909	0.201110	0.319333	0.218720	0.209844	0.369992	0.230187	0.332810	0.372377
P19404	0.008152	0.037043	0.037076	0.072196	0.097634	0.028741	0.028766	0.063543	0.088911	0.041167	0.072897	0.094038	0.073036	0.094829	0.118829
P19419	0.021443	0.104957	0.089101	0.156789	0.714605	0.096690	0.089269	0.144360	0.721352	0.096799	0.143501	0.696555	0.147036	0.725016	0.754489
P19429	0.450685	0.073756	0.048876	0.073223	0.315034	0.513608	0.472139	0.511017	1.020912	0.059746	0.090005	0.316529	0.058775	0.305206	0.334690
P19438	0.047085	0.478139	0.569579	0.495935	0.962121	0.485889	0.577663	0.524911	0.969591	0.764939	0.636389	1.079197	0.816619	1.395919	0.994255
P19440	0.034970	0.182110	0.171999	0.236409	0.515128	0.164430	0.163135	0.222532	0.516725	0.185789	0.223344	0.565043	0.251324	0.583758	0.577552
P19447	0.002532	0.026807	0.028298	0.041449	0.052144	0.024228	0.025697	0.038817	0.049486	0.023073	0.050601	0.056128	0.040253	0.048352	0.058073
P19525	0.194159	0.472132	0.456318	0.553169	0.862906	0.533150	0.518218	0.586221	0.868714	0.518059	0.648293	0.931220	0.672693	0.909433	1.006582
P19532	0.005083	0.048733	0.030958	0.036280	0.302354	0.050567	0.032739	0.039843	0.304181	0.052436	0.072155	0.321904	0.054271	0.308853	0.306474
P19544	0.004547	0.004546	0.002271	0.034629	0.038466	0.066010	0.042053	0.034665	0.102577	0.057462	0.034655	0.113049	0.032319	0.091591	0.065289
P19622	0.015571	0.075930	0.077489	0.118408	0.213084	0.086022	0.087365	0.131663	0.224065	0.082187	0.151155	0.204058	0.153903	0.191682	0.230248
P19623	0.003376	0.058977	0.073265	0.055412	0.547952	0.062501	0.076823	0.058927	0.553974	0.080578	0.055564	0.550494	0.095317	0.597830	0.532818
P19784	0.025906	0.005822	0.005822	0.011665	0.115277	0.032430	0.032430	0.038993	0.045090	0.000010	0.005825	0.108742	0.005825	0.108742	0.105474
P19793	0.004336	0.021762	0.013011	0.015248	0.105380	0.026267	0.017449	0.019720	0.154427	0.023678	0.028155	0.118859	0.017245	0.099024	0.102052
P19823	0.027405	0.144414	0.140293	0.174951	0.280143	0.138751	0.135301	0.171051	0.282816	0.122841	0.182603	0.277121	0.170539	0.273021	0.301999
P19827	0.035102	0.200748	0.191213	0.193905	0.491788	0.196614	0.186453	0.189071	0.476907	0.176043	0.239602	0.523515	0.236159	0.488222	0.501247
P19838	0.012523	0.086903	0.081444	0.134713	0.200401	0.090239	0.082653	0.136642	0.211241	0.075663	0.140393	0.199006	0.134731	0.203325	0.237577
P19878	0.025428	0.123833	0.146461	0.173276	0.270245	0.125163	0.141578	0.172530	0.267247	0.148435	0.187667	0.274941	0.221764	0.295737	0.291393
P19883	0.003035	0.033795	0.030299	0.021524	0.075814	0.030682	0.026894	0.021519	0.072557	0.023592	0.046608	0.085828	0.034016	0.083136	0.082267
P20020	0.000010	0.008926	0.005676	0.004861	0.017113	0.008926	0.005676	0.004861	0.017113	0.008115	0.010555	0.020425	0.008929	0.018722	0.020394
P20042	0.002998	0.030503	0.018092	0.039583	0.021345	0.027419	0.015058	0.036492	0.018274	0.018174	0.033589	0.024388	0.024422	0.012054	0.033471
P20062	0.051760	0.332520	0.286303	0.335028	0.673145	0.315141	0.276179	0.331521	0.648265	0.306728	0.445058	0.705937	0.417506	0.746938	0.714263
P20073	0.014825	0.071645	0.078803	0.079333	0.131333	0.062084	0.063158	0.069717	0.121621	0.043298	0.074227	0.117016	0.076404	0.121238	0.132313
P20142	0.037150	0.183014	0.513392	0.319948	0.235440	0.193348	0.506972	0.310650	0.241413	0.509660	0.396053	0.285492	0.662515	0.475918	0.420735
P20226	0.011769	0.015506	0.030970	0.022090	0.029068	0.024990	0.040551	0.031729	0.032358	0.021900	0.025286	0.029144	0.028548	0.035738	0.035657
P20248	0.011608	0.099819	0.091014	0.136199	0.120076	0.096257	0.083505	0.127995	0.112170	0.077113	0.134762	0.112359	0.133806	0.119503	0.149267
P20264	0.000010	0.012333	0.002036	0.004080	0.093870	0.010002	0.002477	0.002476	0.030155	0.014417	0.012370	0.097586	0.006125	0.096278	0.096618
P20265	0.002310	0.009373	0.000010	0.000010	0.011337	0.011725	0.002310	0.002310	0.014185	0.009373	0.009373	0.014185	0.000010	0.011337	0.011337
P20273	0.146842	0.569616	0.472169	0.548238	0.874119	0.597570	0.503075	0.578173	0.880838	0.504072	0.640520	0.912697	0.605648	0.887089	0.958575
P20290	0.004745	0.005898	0.009505	0.043593	0.005915	0.005898	0.004746	0.038696	0.005915	0.005898	0.005898	0.011851	0.033797	0.005915	0.005915
P20292	0.019017	0.099270	0.112956	0.084559	0.091113	0.078953	0.105865	0.078024	0.097831	0.161280	0.099488	0.119490	0.143656	0.173560	0.146648
P20309	0.009927	0.051076	0.075919	0.084210	0.130839	0.049490	0.074525	0.084498	0.125230	0.058125	0.077152	0.121938	0.088854	0.138544	0.134608
P20336	0.000010	0.013292	0.008839	0.008839	0.022173	0.013292	0.008839	0.008839	0.022173	0.004416	0.004416	0.017726	0.000010	0.013261	0.013261
P20337	0.004458	0.022497	0.031723	0.027027	0.108018	0.017957	0.027131	0.022472	0.107905	0.022776	0.031617	0.099072	0.041034	0.119444	0.104009
P20338	0.000010	0.009124	0.004555	0.023043	0.009119	0.009124	0.004555	0.023043	0.009119	0.004553	0.023037	0.009117	0.018399	0.255908	0.023024
P20339	0.009013	0.013541	0.009013	0.018098	0.022690	0.004500	0.000010	0.009022	0.013574	0.004500	0.013555	0.018127	0.009022	0.013574	0.022713
P20340	0.018804	0.004679	0.004679	0.009376	0.033111	0.014079	0.014079	0.018809	0.014099	0.000010	0.004680	0.028332	0.004680	0.028332	0.023581
P20366	0.015763	0.088699	0.008927	0.047663	0.165552	0.088243	0.008878	0.047425	0.143750	0.090318	0.086938	0.228168	0.035450	0.152702	0.193240
P20382	0.018038	0.087191	0.068305	0.140117	0.307643	0.086110	0.067435	0.133316	0.304438	0.092401	0.170937	0.332240	0.131480	0.300786	0.377684
P20393	0.026281	0.043818	0.037317	0.043930	0.146355	0.068719	0.061862	0.065435	0.172437	0.039057	0.058891	0.152732	0.054026	0.153002	0.155907
P20396	0.050477	0.335423	0.235705	0.594451	0.806381	0.317988	0.232301	0.593695	0.774132	0.314895	0.712207	0.755593	0.654673	0.832706	1.109718
P20472	0.027303	0.104400	0.065474	0.132199	0.288192	0.083627	0.045791	0.114874	0.277941	0.055322	0.133164	0.262516	0.121920	0.286166	0.284203
P20585	0.054236	0.142153	0.149027	0.205220	0.272829	0.146286	0.168918	0.212721	0.288530	0.138030	0.206671	0.257942	0.235680	0.286699	0.333727
P20594	0.000010	0.017683	0.011746	0.013713	0.050900	0.017683	0.011746	0.013713	0.050900	0.012747	0.019642	0.051023	0.013705	0.049950	0.054159
P20618	0.024791	0.059185	0.064131	0.068942	0.107375	0.050811	0.056680	0.060417	0.091620	0.059715	0.059141	0.084939	0.060982	0.096470	0.090936
P20645	0.007422	0.076107	0.056706	0.084590	0.174946	0.083775	0.064312	0.085490	0.182587	0.084783	0.111763	0.211030	0.108806	0.206057	0.199250
P20648	0.001938	0.023489	0.020570	0.019546	0.067006	0.023504	0.020583	0.019559	0.065947	0.015634	0.027501	0.066111	0.022586	0.059876	0.068118
P20674	0.047989	0.129274	0.114459	0.132770	0.082589	0.136449	0.121591	0.133103	0.097058	0.061258	0.072003	0.026483	0.072090	0.026483	0.026483
P20701	0.083204	0.277370	0.252482	0.337448	0.580318	0.312183	0.285857	0.372057	0.578727	0.276388	0.391915	0.607120	0.382199	0.591488	0.636095
P20702	0.112142	0.328186	0.293638	0.363671	0.553482	0.356557	0.301251	0.411743	0.561919	0.291126	0.390063	0.561984	0.366673	0.531154	0.597148
P20711	0.036455	0.107741	0.141917	0.114168	0.203713	0.112813	0.139344	0.121556	0.199515	0.150507	0.130611	0.221588	0.151712	0.220107	0.208134
P20719	0.007197	0.014483	0.014483	0.021803	0.139939	0.020496	0.017923	0.014504	0.132062	0.007640	0.007251	0.132798	0.007251	0.132798	0.140936
P20749	0.008855	0.104401	0.102774	0.192242	0.306010	0.104372	0.104821	0.189573	0.310894	0.085296	0.210619	0.319529	0.204433	0.329484	0.385438
P20774	0.013681	0.070177	0.097370	0.161122	0.301375	0.070197	0.104784	0.168785	0.316449	0.111373	0.152220	0.318735	0.168950	0.311503	0.311160
P20783	0.011550	0.048086	0.038882	0.038912	0.059635	0.043941	0.108151	0.027084	0.184873	0.055823	0.060290	0.073904	0.054873	0.220799	0.063800
P20794	0.021159	0.140898	0.089251	0.172227	0.297509	0.140845	0.092315	0.169756	0.289107	0.116443	0.193920	0.334751	0.169362	0.297906	0.343365
P20800	0.040238	0.288037	0.452823	0.397923	0.683995	0.283624	0.468298	0.392385	0.697664	0.409341	0.386361	0.680212	0.490350	0.814692	0.728387
P20807	0.018126	0.079040	0.074605	0.068189	0.117599	0.069973	0.065552	0.056754	0.102778	0.059767	0.067644	0.113061	0.051683	0.096173	0.103627
P20810	0.040840	0.238827	0.233083	0.371742	0.614981	0.329319	0.301344	0.447446	0.701399	0.247696	0.430807	0.717562	0.426511	0.702913	0.803723
P20827	0.020200	0.201749	0.106027	0.160713	0.230218	0.209926	0.106093	0.149229	0.222334	0.182903	0.267260	0.335949	0.153434	0.196031	0.287425
P20839	0.003824	0.015381	0.023341	0.019323	0.041449	0.011514	0.030789	0.017299	0.076966	0.011605	0.011569	0.033386	0.019508	0.083737	0.043654
P20929	0.022311	0.073089	0.066375	0.063334	0.098085	0.071981	0.072715	0.066485	0.104425	0.077978	0.082999	0.117539	0.077355	0.108471	0.104602
P20933	0.055667	0.221485	0.145637	0.199155	0.341078	0.222590	0.129036	0.200790	0.333083	0.200584	0.303666	0.358715	0.199692	0.310021	0.353852
P20936	0.007746	0.040512	0.042594	0.041789	0.091555	0.040513	0.045662	0.043814	0.091562	0.045419	0.049785	0.094336	0.050610	0.091232	0.090247
P20941	0.028781	0.125335	0.097999	0.117067	0.188219	0.129160	0.088638	0.107677	0.192501	0.092908	0.128219	0.155208	0.090147	0.145281	0.161573
P20963	0.536134	0.167980	0.198718	0.223379	0.228326	0.716302	0.800448	0.781658	0.812834	0.225297	0.332786	0.288376	0.273725	0.330468	0.315046
P21127	0.006308	0.031594	0.044242	0.031092	0.036949	0.030275	0.042856	0.028474	0.038298	0.039340	0.038277	0.038720	0.058443	0.059292	0.044932
P21128	0.032946	0.148048	0.191665	0.193362	0.200635	0.161774	0.188711	0.198497	0.204539	0.169054	0.183849	0.194671	0.208074	0.247041	0.205122
P21145	0.026356	0.235497	0.125473	0.140340	0.283967	0.212596	0.111485	0.126287	0.262347	0.216843	0.250371	0.346159	0.162683	0.270076	0.297589
P21246	0.000010	0.031324	0.018847	0.025074	0.038311	0.031324	0.018847	0.025074	0.038311	0.025022	0.037821	0.051512	0.018904	0.038600	0.044929
P21266	0.028225	0.165079	0.156655	0.123310	0.278339	0.159027	0.150599	0.114102	0.278665	0.088977	0.122511	0.290710	0.136196	0.270044	0.276978
P21281	0.000010	0.009702	0.013559	0.009708	0.075782	0.009702	0.013559	0.009708	0.075782	0.005795	0.009683	0.071461	0.013573	0.077723	0.073511
P21283	0.000010	0.010438	0.007819	0.018330	0.061796	0.010438	0.007819	0.018330	0.061796	0.005212	0.015689	0.053535	0.020972	0.056579	0.061574
P21291	0.005577	0.039512	0.028124	0.005577	0.022527	0.033760	0.022428	0.000010	0.016842	0.033739	0.033760	0.051146	0.022428	0.028190	0.016842
P21333	0.006377	0.025639	0.020564	0.027113	0.102998	0.026854	0.023577	0.029557	0.111299	0.021749	0.034576	0.102566	0.031025	0.100127	0.105777
P21359	0.002778	0.011065	0.005562	0.015029	0.070726	0.015836	0.007654	0.017142	0.073012	0.011026	0.017444	0.080639	0.016774	0.070183	0.077910
P21397	0.035273	0.128514	0.110573	0.133324	0.282187	0.131212	0.432657	0.142250	0.304416	0.110103	0.162643	0.289665	0.141749	0.276694	0.298245
