A0A087WTH1_human A0A2I3MPH4_baboon A0A3Q1MFP3_cow A0A5F8HGV3_opossum A0A8I3NQU2_dog E9Q8G3_mouse
A0A2I3MHR9_baboon A0A8I3PI60_dog B2RU80_mouse E1BFE2_cow F7C049_opossum P23467_human
A0A3Q1LUB1_cow A0A5F8GPD8_opossum A0A8I3QCD5_dog A0A8I5N5A8_baboon P23468_human Q64487_mouse
A0A2I3M4P9_baboon A0A8I3NWQ4_dog F6Z7H9_opossum G3MXS7_cow P23470_human Q05909_mouse
A0A096MQ68_baboon A0A8I3NN34_dog B9EKR1_mouse F1MGK5_cow F6ZVL3_opossum P23471_human
A0A096MRR4_baboon A0A8I3NL70_dog A4FUX6_cow F7FEU0_opossum G3UW40_mouse P23508_human
A0A5F8GA94_opossum A0A8I5NUY7_baboon E1BGY4_cow E2RP79_dog P23510_human P43488_mouse
A0A096NI16_baboon A0A8I3S163_dog F7FB58_opossum P23511_human P23708_mouse Q5E9S2_cow
A0A096NUT0_baboon A0A8I3NY33_dog F6Z693_opossum P23526_human P50247_mouse Q3MHL4_cow
A0A2I3N6J1_baboon A0A5F8GEM6_opossum P21237_mouse P23560_human Q7YRB4_dog Q95106_cow
A0A096NXK7_baboon A0A8I3Q3C1_dog F7B965_opossum P23582_human P55206_cow Q61839_mouse
A0A096NTN1_baboon A0A5F8H8F7_opossum A0A8I3Q7I7_dog A4FV33_cow P23677_human Q8R071_mouse
A0A2I3LDE4_baboon A0A8I3RZT5_dog F1MTX0_cow F6XVW6_opossum P23760_human P24610_mouse
A0A096N3W4_baboon A0A8I3S3Q3_dog E1BAM5_cow F6ZA02_opossum O09100_mouse P23769_human
A0A096NY67_baboon A0A8I3NSG5_dog F1N1M7_cow F6UAM7_opossum P23786_human P52825_mouse
A0A096MT90_baboon A0A8I3PJW7_dog F1MJB1_cow F6PGB4_opossum P23919_human P97930_mouse
A0A096MM18_baboon A0A8I3RYN5_dog F1MSF1_cow F7A4H4_opossum P07742_mouse P23921_human
A0A096NI66_baboon F7BLI0_opossum P15499_mouse P17810_cow P23942_human P52204_dog
A0A096NZ05_baboon A0A8I3N5R2_dog F1MT42_cow F7CIX7_opossum P23945_human P35378_mouse
A0A096NXD0_baboon E1B8U1_cow F6PMW7_opossum P21842_dog P21844_mouse P23946_human
A0A2I3LMR0_baboon A0A5F8H7C3_opossum B6F0U1_dog O55192_mouse P23975_human P51143_cow
A0A096MV87_baboon A0A3Q1N3A0_cow A0A8I3RRA4_dog K7E3I4_opossum P24043_human Q60675_mouse
A0A096NVK9_baboon A0A8I3MF43_dog E1BFH3_cow F7BKQ1_opossum G3UW50_mouse P24278_human
A0A096NTK6_baboon A0A5F8GE41_opossum A0A8I3PMD6_dog F1MMD4_cow P24347_human Q02853_mouse
A0A8I3PS30_dog A0A8I5N813_baboon F1MS24_cow F6TPE3_opossum P24386_human Q9QXG2_mouse
A0A2I3MN68_baboon A0A8I3RXL4_dog A7MBA3_cow F6WNR7_opossum P24387_human Q60571_mouse
A0A096NHJ0_baboon A0A3Q1N527_cow A0A8I3MUC6_dog K7E6C0_opossum P16382_mouse P24394_human
A0A096N8C4_baboon A0A8I3NP94_dog F6SSE6_opossum P24522_human P48316_mouse Q3ZBN6_cow
A0A096N710_baboon F7F4F7_opossum P24530_human P28088_cow P48302_mouse P56497_dog
A0A096MTA1_baboon A0A8I3PJ02_dog F7EG66_opossum O70251_mouse P24534_human Q5E983_cow
A0A096N2L0_baboon A0A5F8HK34_opossum A0A8I3MFN6_dog P13619_cow P24539_human Q9CQQ7_mouse
A0A2I3MH05_baboon A0A8I3Q8L4_dog F6XRJ4_opossum P24557_human P36423_mouse Q2KIG5_cow
A0A8I3MN52_dog A0A8I5MYZ9_baboon D3YVF0_mouse F1MS06_cow F7FZI4_opossum P24588_human
A0A8I3PP66_dog A0A8I5NWX1_baboon F6VH37_opossum P24593_human Q05717_cow Q07079_mouse
A0A2I3MSC9_baboon A0A3Q1N8V6_cow A0A8I3NWL1_dog F7G3D7_opossum P24666_human Q9D358_mouse
A0A096NVI4_baboon A0A8I3PGY9_dog F1MY82_cow F6PWG0_opossum P23298_mouse P24723_human
A0A096MZB0_baboon A0A8I3RSY6_dog F7EQ19_opossum P24752_human Q29RZ0_cow Q8QZT1_mouse
A0A096P0R9_baboon A0A3Q1LKE5_cow A0A8I3NF05_dog F6Y8P7_opossum P24821_human Q80YX1_mouse
A0A096NUK6_baboon A0A5F8G6H4_opossum A0A8I3PWM8_dog P24844_human Q1LZF9_cow Q9CQ19_mouse
A0A096NLC7_baboon F7E8P4_opossum P00639_cow P24855_human P49183_mouse Q767J3_dog
A0A2I3LGZ0_baboon A0A8I3MXM8_dog F7FG42_opossum P24863_human Q3ZCK5_cow Q62447_mouse
A0A5F8HBJ0_opossum A0A8I3MDI8_dog A0A8I5NAP7_baboon E1B9U2_cow P24864_human Q61457_mouse
A0A2I3M9H2_baboon A0A8I3PKJ4_dog F6XTX6_opossum G3MZY8_cow P08775_mouse P24928_human
A0A2I3LS79_baboon A0A5F8H2U8_opossum E1BK27_cow P17124_dog P25021_human P97292_mouse
A0A3Q1MHN9_cow A0A8I3PZU6_dog A0A8I5N404_baboon F6VZJ2_opossum P25025_human P35343_mouse
A0A8I3MP89_dog A0A8I5NR64_baboon F1MV51_cow F7AA71_opossum P25054_human Q61315_mouse
A0A2I3MW95_baboon A0A3Q1M156_cow A0A5F8H4G9_opossum A0A8I3N5D7_dog P24807_mouse P25063_human
A0A096MYV1_baboon A0A5F8GAU8_opossum A0A8I3S7V7_dog F1MJR6_cow P25067_human P25318_mouse
A0A096NW95_baboon A0A8I3PB32_dog F1N5B2_cow F7B751_opossum P25092_human Q3UWA6_mouse
A0A096NVC9_baboon A0A8I3NFE6_dog E1B7W0_cow F6S411_opossum P25100_human P97714_mouse
A0A8I5N0F2_baboon F6STK5_opossum P21450_cow P25101_human Q5J7U3_dog Q61614_mouse
A0A096N5A2_baboon F1MIX5_cow F6X011_opossum P25103_human P30548_mouse Q5DUB3_dog
A0A096NDG4_baboon A0A8I3NSH0_dog F7G9B8_opossum P25105_human Q62035_mouse Q9TTY5_cow
A0A096MKX4_baboon A4IF77_cow F7AC75_opossum P11613_dog P25106_human P56485_mouse
A0A096MVQ4_baboon A0A8I3NE44_dog F1N4J9_cow F7BHX0_opossum P25116_human P30558_mouse
A0A096NQN1_baboon A0A8I3Q1X6_dog F7BER2_opossum P10522_cow P25189_human P27573_mouse
A0A2I3MIN2_baboon A0A8I3N9W3_dog A4FUD9_cow F6YYR3_opossum P25205_human P25206_mouse
A0A2I3LC74_baboon A0A8I3NCQ1_dog F6YET9_opossum P25208_human P63139_mouse Q32KW0_cow
A0A096N8U6_baboon A0A5F8HJ27_opossum A0A8I3RR08_dog P25311_human Q3ZCH5_cow Q64726_mouse
A0A096NJU6_baboon A0A3Q1M9D2_cow A0A8I3N772_dog F6W6L0_opossum P25325_human Q99J99_mouse
A0A096MZ03_baboon A0A5F8G3N8_opossum A0A8I3MWM3_dog F1MEG3_cow P19137_mouse P25391_human
A0A8I3RTT6_dog A0A8I5R0N1_baboon F7EIJ4_opossum P25398_human P63323_mouse Q76I81_cow
A0A2I3MN57_baboon F6WJR0_opossum P25440_human Q32S26_cow Q5TJG6_dog Q7JJ13_mouse
A0A096NJR2_baboon A0A5F8GN11_opossum A0A8I3MKF1_dog A5D7T6_cow P25490_human Q00899_mouse
A0A0A0MW19_baboon A0A5F8GXD0_opossum A0A8I3PMR7_dog P25685_human Q3MI00_cow Q9QYJ3_mouse
A0A096NUA9_baboon A0A3Q1MZJ6_cow A0A5F8G9B8_opossum A0A8I3SCH9_dog P25686_human Q9QYI5_mouse
A0A096MSU0_baboon A0A1B1X469_dog F1MLB8_cow F6THT5_opossum P25705_human Q03265_mouse
A0A096NFN6_baboon F6Z032_opossum O70370_mouse P25326_cow P25774_human Q8HY81_dog
A0A096N1M9_baboon A0A8I3PML0_dog F7FBS3_opossum P25786_human Q3T0X5_cow Q9R1P4_mouse
A0A096MXE0_baboon A0A5F8HLX5_opossum A0A8I3PCE5_dog P25787_human P49722_mouse Q3T0Y5_cow
A0A2I3LV86_baboon A0A8I3P0V3_dog F7ETB2_opossum O70435_mouse P25788_human Q58DU5_cow
A0A096NMW0_baboon A0A8I3NP66_dog F7FST5_opossum P25789_human Q3ZCK9_cow Q9R1P0_mouse
A0A2I3LHP3_baboon A0A5F8H2L3_opossum A0A8I3NUY2_dog P25800_human Q0P5B3_cow Q924W9_mouse
A0A096MP13_baboon F6X9Y8_opossum P10861_cow P12242_mouse P25874_human Q9GMZ1_dog
A0A8I5R9R5_baboon F6YEY5_opossum O02813_dog P25929_human Q04573_mouse Q1RMU8_cow
A0A2I3LC87_baboon F6TPY2_opossum P25942_human P27512_mouse Q28203_cow Q7YRL5_dog
A0A096NUL4_baboon A0A5F8H5D6_opossum A0A8I3MKL4_dog P25963_human Q8WNW7_cow Q9Z1E3_mouse
A0A5F8GAY8_opossum A0A8I3NFG9_dog A0A8I5NIH6_baboon F1MMS9_cow P26006_human Q62470_mouse
A0A2I3N5C7_baboon A0A8I3RVE5_dog F1MVW3_cow F7FJ00_opossum P26012_human Q0VBD0_mouse
A0A096N0W7_baboon A0A8I3PGJ4_dog F7E0T2_opossum G3X6Q8_cow P26022_human P48759_mouse
A0A096MSB9_baboon A0A8I3PWU6_dog F7D1B8_opossum P26038_human P26041_mouse Q2HJ49_cow
A0A2I3MA56_baboon A0A5F8G5U2_opossum A0A8I3NXG3_dog A2ALK8_mouse E1BIH4_cow P26045_human
A0A096MW74_baboon A0A8I3MJT5_dog E1BDM8_cow F7DTA2_opossum P26196_human P54823_mouse
A0A0A0MTW7_baboon A0A452DII9_cow A0A8I3NUZ2_dog F7GG75_opossum P13864_mouse P26358_human
A0A2I3MV39_baboon A0A8I3SB82_dog F7DII5_opossum P26367_human P63015_mouse Q1LZF1_cow
A0A0A0MWY7_baboon A0A5F8HLP3_opossum A0A8I3RP62_dog P26368_human P26369_mouse Q24JZ8_cow
A0A2I3MG94_baboon A0A8I3MST1_dog F7ACE7_opossum P26373_human P47963_mouse Q56JZ1_cow
A0A2I3M0H0_baboon A0A3Q1NC70_cow A0A5F8GGM9_opossum A0A8I3PQC7_dog P26378_human Q61701_mouse
A0A096NTG2_baboon A0A452DI40_cow A0A5F8HJJ0_opossum A0A8I3QGH5_dog P26440_human Q9JHI5_mouse
A0A096NEN2_baboon A0A5F8GRQ2_opossum A0A8I3MK67_dog P07091_mouse P26447_human P35466_cow
A0A096MR30_baboon A0A5F8GGH6_opossum A0A8I3P9Q5_dog P26583_human P30681_mouse P40673_cow
A0A2I3ML49_baboon A0A8I3MZD1_dog F7BZE2_opossum P26639_human Q3ZBV8_cow Q9D0R2_mouse
A0A096MQE3_baboon A0A8I3RTB2_dog F1MG05_cow F7F9T4_opossum P26641_human Q9D8N0_mouse
A0A5F8H080_opossum A0A8I3MSZ5_dog A0A8I5N4P0_baboon P22893_mouse P26651_human P53781_cow
A0A096MLY7_baboon F2Z4I4_cow F6V8P7_opossum P26678_human P61012_dog P61014_mouse
A0A5F8HKU4_opossum A0A8I3PNL2_dog A3RLP6_baboon F1MI53_cow O54709_mouse P26718_human
A0A096NPM5_baboon A0A8I3Q7M4_dog F1N4E2_cow F7G4F6_opossum P26842_human P41272_mouse
A0A2I3MER4_baboon A0A5F8GLD5_opossum A0A8I3PQK9_dog P26927_human P26928_mouse Q24K22_cow
A0A3Q1LK34_cow A0A8I3PHK9_dog A0A8I5NMI3_baboon K7E0N7_opossum P26951_human P26952_mouse
A0A096P1B0_baboon F1MLR4_cow F7D6B6_opossum O88507_mouse P26992_human Q71DR4_dog
A0A096NW63_baboon A0A8I3Q2C3_dog F7AUT2_opossum P19141_cow P26998_human Q9JJU9_mouse
A0A096NSM5_baboon A0A8I3MYH0_dog F7EG01_opossum P27037_human P27038_mouse Q28043_cow
A0A096P0P4_baboon A8E4P3_cow B6F250_dog F6UAH2_opossum P27105_human P54116_mouse
A0A096N2Z4_baboon F1N2Q7_cow F6W0Q1_opossum P27216_human Q29471_dog Q99JG3_mouse
A0A096P0S6_baboon F6UIH3_opossum P27338_human P56560_cow Q7YRB7_dog Q8BW75_mouse
A0A096NIX1_baboon A0A8I3PQU8_dog F6ZC14_opossum P27348_human P68254_mouse Q3SZI4_cow
A0A096NHR1_baboon A0A8I3RQD0_dog E1B8P9_cow F7EI48_opossum P27361_human Q63844_mouse
A0A096NJY2_baboon A0A3Q1LWF1_cow A0A8I3PDX9_dog F7F8R2_opossum P27448_human Q03141_mouse
A0A096NL63_baboon A0A5F8GI40_opossum A0A8I3RRR2_dog P23956_cow P27449_human P63082_mouse
A0A096MY81_baboon A0A8I3Q2I8_dog F7D0P2_opossum P27487_human P28843_mouse P81425_cow
A0A096N4L4_baboon A0A5F8G6L7_opossum A0A8I3P0C2_dog E1BEK6_cow P20863_mouse P27539_human
A0A096MQV9_baboon A0A8I3P5C0_dog F6YZC2_opossum P27540_human P53762_mouse Q9BE97_cow
A0A096N5E0_baboon A0A8I3S194_dog A4FUG2_cow F7FA49_opossum P27544_human P27545_mouse
A0A8I3PXJ3_dog A9CB60_baboon F6SDJ3_opossum P27635_human Q6ZWV3_mouse Q9XSI3_cow
A0A5F8GL51_opossum A0A8I3NST7_dog A0A8I5NYV7_baboon A7E303_cow P27658_human Q00780_mouse
A0A096P2B3_baboon A0A8I3NNF6_dog F6YRP3_opossum P27694_human Q0VCV0_cow Q8VEE4_mouse
A0A096NNL1_baboon A0A140T846_cow A0A8I3PLA3_dog F6SH72_opossum P27695_human P28352_mouse
A0A2I3LRB4_baboon A0A5F8H513_opossum A0A8I3MZS1_dog A5D7E6_cow P27701_human P40237_mouse
A0A8I3RWJ4_dog A0A8I5NE03_baboon F7FN05_opossum P27707_human P43346_mouse Q3MHR2_cow
A0A096MNE6_baboon A0A5F8GK19_opossum A0A8I3MSK2_dog B2RQC6_mouse F1MVC0_cow P27708_human
A0A0A0MUC4_baboon A0A8I3NM03_dog F6QXX7_opossum P14211_mouse P27797_human P52193_cow
A0A5F8G3U0_opossum A0A8I3RVJ6_dog A0A8I5N5A1_baboon P27546_mouse P27816_human P36225_cow
A0A096MNZ8_baboon A0A8I3RUA9_dog A7Z066_cow F7FA41_opossum P27824_human P35564_mouse
A0A096MNK5_baboon A0A3Q1M2R9_cow A0A8I3Q9Y4_dog F7CIH0_opossum P11680_mouse P27918_human
A0A096NU89_baboon A0A8I3NJ31_dog F7CBZ9_opossum P27930_human P27931_mouse Q2KIE7_cow
A0A096MNU6_baboon A0A8I3N971_dog F6TD14_opossum P23727_cow P26450_mouse P27986_human
A0A3Q1LNH2_cow A0A8I3N810_dog A0A8I5R9W7_baboon B2RXC2_mouse F7F126_opossum P27987_human
A0A096N897_baboon A0A8I3Q8G7_dog F6RSE9_cow F6XWQ2_opossum O35298_mouse P28039_human
A0A096NHE1_baboon F6TP80_opossum P28062_human P28063_mouse Q3T112_cow Q5W416_dog
A0A2I3M6S9_baboon A0A5F8HER7_opossum P28065_human P28076_mouse Q3SZC2_cow Q5W412_dog
A0A096MPG3_baboon A0A8I3N3S4_dog F6QW93_opossum P28066_human Q5E987_cow Q9Z2U1_mouse
A0A096NHE6_baboon A0A8I3PC10_dog F1MLV2_cow K7E3A8_opossum P28067_human P28078_mouse
A0A096NHE5_baboon F6W4C3_opossum P28068_human Q31099_mouse Q58DW7_cow Q5TJH0_dog
A0A096MTC6_baboon F1MR82_cow F6VMI9_opossum P28069_human Q00286_mouse Q9TTI7_dog
A0A8I3PS33_dog A9X1A3_baboon F7DAP3_opossum P28070_human P99026_mouse Q3T108_cow
A0A2I3MSP6_baboon A0A8I3RT39_dog F7FH35_opossum P28072_human Q3MHN0_cow Q60692_mouse
A0A096NRC4_baboon A0A8I3MNI0_dog F7E8A7_opossum O55234_mouse P28074_human Q32KL2_cow
A0A096N6D8_baboon F1MGM3_cow F6T6U1_opossum P28222_human P28334_mouse P79250_dog
A0A2I3LL78_baboon F6WZZ5_opossum O46635_dog P28223_human P35363_mouse Q75Z89_cow
A0A5F8HC77_opossum A0A8I3NS88_dog A0A8I5N8K6_baboon A7Z038_cow P28288_human P55096_mouse
A0A2I3LH71_baboon A0A3Q1LNI4_cow A0A8I3NW40_dog F6ZH09_opossum P28290_human Q922B9_mouse
A0A8I3N9H6_dog A0A8I5NVT6_baboon A5D7S7_cow F7F939_opossum P28300_human P28301_mouse
A0A096MT07_baboon A0A8I3S671_dog A2VDQ8_cow F6T5N2_opossum P28324_human P41158_mouse
A0A096N112_baboon A0A8I3QJQ7_dog A6QLK9_cow F6U9L6_opossum P28328_human P55098_mouse
A0A096P499_baboon A0A8I3PDE8_dog F1MLQ5_cow F7ALU3_opossum P28329_human Q03059_mouse
A0A2I3MRP1_baboon A0A5F8GMK1_opossum A0A8I3S1V9_dog P15690_cow P28331_human Q91VD9_mouse
A0A096MPH1_baboon A0A3Q1M2H0_cow F7BES5_opossum P28335_human P34968_mouse Q60F97_dog
A0A8I3NT15_dog A0A8I5N9S2_baboon E1BMN4_cow F6SMW6_opossum O54799_mouse P28336_human
A0A2I3MGB5_baboon A0A3Q1M3C1_cow A0A8I3S448_dog F7F1L8_opossum P28347_human P30051_mouse
A0A096N245_baboon A0A8I3P8L5_dog E1BAG4_cow F7A9F7_opossum P28356_human P28357_mouse
A0A8I3P3F8_dog A0A8I5QZ89_baboon A5PJK3_cow F7AWE1_opossum P28358_human P28359_mouse
A0A8I3MQE1_dog A0A8I5NCA6_baboon F7EMU7_opossum P13297_mouse P28360_human Q0VCE4_cow
A0A3Q1LZX5_cow A0A5F8GHT8_opossum A0A8I3S7W8_dog A0A8I5NKP8_baboon P28370_human Q6PGB8_mouse
A0A2I3NER4_baboon A0A5F8GFD2_opossum A0A8I3S326_dog A5D7U6_cow P28472_human P63080_mouse
A0A2I3M9K4_baboon A0A8I3MT74_dog F6Q6I7_opossum P28476_human P56476_mouse Q0II76_cow
A0A2I3LQV7_baboon A0A8I3PZP0_dog F7FHD1_opossum P28482_human P46196_cow P63085_mouse
A0A5F8H9X4_opossum A0A8I3MDC3_dog A0A8I5N6F0_baboon F1MI99_cow P28562_human P28563_mouse
A0A096NXL3_baboon A0A5F8H411_opossum A0A8I3Q3G7_dog F1N7I6_cow P28676_human Q8VC88_mouse
A0A096MS02_baboon A0A5F8G486_opossum A0A8I3PZL5_dog P28715_human P35689_mouse Q3B7N6_cow
A0A8I3Q0G8_dog A0A8I5N1K4_baboon E1BMR3_cow F7EWV1_opossum P28749_human Q64701_mouse
A0A096P615_baboon A0A8I3MYU9_dog E1BHY6_cow F6QWT8_opossum P28798_mouse P28799_human
A0A096N2E3_baboon A0A3Q1MU34_cow A0A5F8H0F6_opossum A0A8I3MWX7_dog P28827_human P28828_mouse
A0A096NZI1_baboon A0A8I3MBN3_dog F7BHR0_opossum P00727_cow P28838_human Q9CPY7_mouse
A0A096NAX2_baboon A0A3Q1MT64_cow F6TIF2_opossum P28906_human Q28270_dog Q64314_mouse
A0A3Q1N5J2_cow A0A5F8H8N2_opossum A0A8I3ME17_dog A0A8I5R0M0_baboon P28907_human P56528_mouse
A0A096NEK9_baboon A2VE67_cow F6WYM7_opossum J9NXR5_dog P29033_human Q00977_mouse
A0A096MX43_baboon A0A8I3SBG2_dog E1BJR7_cow F6VU58_opossum P29074_human Q9WU22_mouse
A0A096NSJ8_baboon A0A8I3P9H5_dog A6QLI8_cow F6PGB5_opossum P29083_human Q9D0D5_mouse
A0A096NDH8_baboon A0A8I3P0J0_dog F1MUX7_cow F7CP70_opossum P29084_human Q9D902_mouse
A0A2I3MV42_baboon A0A8I3RR59_dog F1MFR6_cow F7GI61_opossum P29120_human P63239_mouse
A0A5F8GYJ1_opossum A0A8I3QCC9_dog A0A8I5NM83_baboon A5PK39_cow P29144_human Q64514_mouse
A0A8I3NVV9_dog A0A8I5NT52_baboon K7E4M7_opossum O55023_mouse P20456_cow P29218_human
A0A096NW50_baboon E1BKU0_cow H9H641_opossum P11617_dog P29274_human Q60613_mouse
A0A8I3MT25_dog A0A8I5N9R3_baboon F7BSS5_opossum O18739_cow P29268_mouse P29279_human
A0A2I3MAA0_baboon A0A8I3MVS4_dog E1BJ31_cow F7DZ20_opossum P29317_human Q03145_mouse
A0A096N0A8_baboon A0A8I3QBQ5_dog E1BJS9_cow F6UM70_opossum P29319_mouse P29320_human
A0A096MZV6_baboon A0A8I3MB23_dog F1MKR1_cow F7EB26_opossum O09127_mouse P29322_human
A0A096NWC8_baboon A0A8I3RP21_dog F1N3R6_cow F7EAT1_opossum P29323_human P54763_mouse
A0A096MMM9_baboon A0A3Q1M739_cow A0A8I3S5S9_dog F7CWQ1_opossum P29350_human P29351_mouse
A0A096NAX6_baboon A0A8I3NUZ9_dog F6TMP1_opossum P29353_human P98083_mouse Q0IIE2_cow
A0A096NA50_baboon A0A8I3PTY7_dog F1N2X0_cow F7E6B1_opossum P29371_human P47937_mouse
A0A096N409_baboon A0A8I3N6E4_dog F7FVK2_opossum P22935_mouse P29373_human Q5PXY7_cow
A0A096NVD4_baboon A0A8I3P7E9_dog E1BGK1_cow F6ZH57_opossum F8VPQ2_mouse P29374_human
A0A096N8H4_baboon A0A3Q1MZ57_cow A0A5F8HAH0_opossum A0A8I3PT80_dog P29375_human Q3UXZ9_mouse
A0A096MUK9_baboon A0A8I3QAY5_dog F6XYL1_opossum P02633_cow P29377_human P97816_mouse
A0A096MXL0_baboon A0A8I3Q4Y1_dog A7Z014_cow F6PKT5_opossum P29401_human P40142_mouse
A0A096NYZ4_baboon A0A8I3PVB6_dog F6T5A8_opossum P29459_human P43431_mouse P54349_cow
A0A3Q1LXM0_cow A0A8I3MFA7_dog F6ZAJ3_opossum P29460_human P43432_mouse Q865Y3_baboon
A0A096NXX3_baboon A0A3Q1LSD1_cow F6S3S1_opossum P29474_human P70313_mouse Q9TUX8_dog
A0A096N4H4_baboon A0A3Q1M6M2_cow A0A5F8GL66_opossum A0A8I3PT17_dog P29475_human Q9Z0J4_mouse
A0A096N290_baboon A0A5F8G3D9_opossum A0A8I3P086_dog A4IFK3_cow P29536_human Q8BVA4_mouse
A0A2I3MKY4_baboon A0A452DI22_cow A0A5F8GJ19_opossum A0A8I3Q6S7_dog P29558_human Q91W59_mouse
A0A096NMP6_baboon A0A3Q1M8R6_cow A0A8I3Q588_dog F7BED1_opossum P29590_human Q60953_mouse
A0A0A0MTV7_baboon A0A8I3S6B0_dog F1MCX4_cow F6V3I2_opossum P29597_human Q9R117_mouse
A0A2I3NGW7_baboon A0A8I3P605_dog A5D989_cow F6S7I7_opossum P29692_human P57776_mouse
A0A096MMZ2_baboon A0A5F8GEE1_opossum A0A8I3PQU7_dog E9Q9A9_mouse F1N3B8_cow P29728_human
A0A096NMV7_baboon A0A8I3RVE8_dog F7G3G4_opossum P29762_human P62964_cow P62965_mouse
A0A3Q1MKD6_cow A0A5F8GKW2_opossum A0A8I5NJQ5_baboon O97626_dog P27548_mouse P29965_human
A0A5F8G7R0_opossum A0A8I3P9P7_dog A0A8I5NF96_baboon P12624_cow P26645_mouse P29966_human
A0A2I3LZP0_baboon H9H7P1_opossum P29972_human P47865_cow Q02013_mouse Q9N2J4_dog
A0A096NXW4_baboon F7EUQ9_opossum P29973_human P29974_mouse Q00194_cow Q28279_dog
A0A0A0MWA0_baboon A0A8I3NFC7_dog F7ECA6_opossum P21278_mouse P29992_human P38409_cow
A0A2I3MQP5_baboon A0A8I3RT19_dog A7YWE4_cow H9H7P9_opossum P30038_human Q8CHT0_mouse
A0A096P534_baboon A0A5F8GTZ4_opossum A0A8I3RRS7_dog P30039_human Q2HJF4_cow Q9DCG6_mouse
A0A096NE61_baboon A0A8I3PAX2_dog F7E2A3_opossum P30040_human P57759_mouse P81623_cow
A0A096NR25_baboon A0A8I3NWQ3_dog F7CMG3_opossum O08709_mouse O77834_cow P30041_human
A0A0A0MVN0_baboon A0A8I3MIS0_dog F7EVI4_opossum P30043_human P52556_cow Q923D2_mouse
A0A2I3M5Q3_baboon A0A8I3Q4L7_dog H9H6A1_opossum P30044_human P99029_mouse Q9BGI1_cow
A0A096NTI3_baboon A0A8I3PYY2_dog F6SYQ9_opossum P30047_human P99025_mouse Q32L41_cow
A0A5F8GMA4_opossum A0A8I3NPL3_dog A0A8I5R7F6_baboon P20108_mouse P30048_human P35705_cow
A0A096N7R0_baboon A0A5F8G882_opossum E2RR58_dog P30050_human P35979_mouse P61284_cow
A0A096NSZ6_baboon A0A8I3PTP5_dog F7ESK8_opossum P30084_human Q58DM8_cow Q8BH95_mouse
A0A096N312_baboon A0A8I3S201_dog F7AP82_opossum P30085_human Q2KIW9_cow Q9DBP5_mouse
A0A2I3LVY0_baboon A0A5F8HKZ4_opossum A0A8I3SAZ0_dog P13696_cow P30086_human P70296_mouse
A0A8I3S5M8_dog A9X1C0_baboon F7E4L7_opossum P27773_mouse P30101_human P38657_cow
A0A2I3N8G7_baboon A0A3Q1LUG0_cow A0A5F8HAQ2_opossum A0A8I3MIK6_dog P30154_human Q7TNP2_mouse
A0A096MPD5_baboon A0A8I3P3R0_dog F1MU15_cow F7FWL4_opossum P30203_human Q61003_mouse
A0A096P689_baboon A0A8I3PH50_dog A2A6Q5_mouse A7Z061_cow F7FIS9_opossum P30260_human
A0A2I3LUE8_baboon A0A8I3QSK6_dog F7F5Q3_opossum P20491_mouse P30273_human Q9BDR7_cow
A0A8I3SCS2_dog A0A8I5R9M5_baboon F6PTI2_opossum P30279_human P30280_mouse Q0P5D3_cow
A0A096NI45_baboon A0A8I3NNP3_dog F1MV86_cow F7EFT1_opossum P30281_human P30282_mouse
A0A096MRA8_baboon A0A5F8GXZ4_opossum A0A8I3NRX2_dog A7MBC3_cow P30291_human P47810_mouse
A0A096NEQ7_baboon A0A8I3RVA5_dog A7MBD1_cow F6W4M4_opossum P30304_human P48964_mouse
A0A096NPP8_baboon A0A8I3PBM4_dog A5D7P0_cow F6W8U5_opossum P30307_human P48967_mouse
A0A096P4H0_baboon A0A8I3NJM2_dog F7D520_opossum P30404_cow P30405_human Q99KR7_mouse
A0A2I3LJ02_baboon A0A5F8GJI3_opossum A0A8I3S7Y0_dog P30408_human Q0VCX3_cow Q64302_mouse
A0A2I3LYB5_baboon A0A8I3PG93_dog E1BJT5_cow F7BHW4_opossum P30414_human P30415_mouse
A0A2I3LVG2_baboon A0A5F8H470_opossum A0A8I3NDY5_dog F1MZK0_cow O70310_mouse P30419_human
A0A096NLF2_baboon A0A8I3MH42_dog F1MTY9_cow F7G4I0_opossum O70252_mouse P30519_human
A0A096N1Q4_baboon A0A5F8G4H9_opossum A0A8I3MVB5_dog A7MBG0_cow P30520_human P46664_mouse
A0A0A0MVB9_baboon A0A3Q1MRN2_cow A0A8I3MH88_dog F6VDX1_opossum P30530_human Q00993_mouse
A0A2I3M859_baboon A0A8I3N6A1_dog A0JND1_cow F6SLD8_opossum P30531_human P31648_mouse
A0A096NMW1_baboon A0A5F8GVJ8_opossum A0A8I3RXC0_dog P30532_human Q2MKA5_mouse Q8SPU7_cow
A0A096NBR2_baboon A0A5F8GHV9_opossum A0A8I3N6H6_dog P30533_human P55302_mouse Q148K7_cow
A0A096NKG7_baboon A0A8I3NSR5_dog F6PGY4_opossum P30535_cow P30536_human P50637_mouse
A0A096NBH2_baboon F7AY59_opossum P11616_dog P28190_cow P30542_human Q60612_mouse
A0A096N446_baboon A0A8I3Q5H2_dog E1BL07_cow F6XXP0_opossum P21729_mouse P30550_human
A0A2I3MEM6_baboon A0A8I3PFJ2_dog F7GKI6_opossum P25104_cow P29754_mouse P30556_human
