cellular_component,biological_process,molecular_functions,mean
"['nucleus', 'nucleoplasm', 'organelle']","['mitotic cell cycle', 'DNA-templated transcription', 'regulation of DNA-templated transcription']","['molecular function regulator activity', 'general transcription initiation factor activity']",0.08099886666666666
"['nucleus', 'nucleoplasm', 'organelle']","['mitotic cell cycle', 'DNA repair', 'DNA-templated transcription', 'regulation of DNA-templated transcription', 'programmed cell death', 'protein modification process', 'anatomical structure development', 'protein-containing complex assembly']",['molecular function regulator activity'],0.03848386666666667
"['nuclear chromosome', 'nucleus', 'nucleoplasm', 'chromosome', 'nucleolus', 'microtubule organizing center', 'cytosol', 'cytoskeleton', 'organelle']","['mitotic cell cycle', 'cytoskeleton organization', 'chromosome segregation', 'reproductive process', 'telomere organization', 'protein modification process', 'anatomical structure development', 'mitotic nuclear division']","['catalytic activity', 'transferase activity', 'catalytic activity, acting on a protein']",0.10405713333333334
"['microtubule organizing center', 'cytosol', 'cytoskeleton', 'cilium', 'organelle']","['mitotic cell cycle', 'DNA-templated transcription', 'regulation of DNA-templated transcription', 'protein modification process']","['catalytic activity', 'transferase activity', 'catalytic activity, acting on a protein']",0.28700933333333334
"['nucleus', 'nucleoplasm', 'organelle']","['mitotic cell cycle', 'programmed cell death', 'signaling', 'protein modification process', 'anatomical structure development']",['molecular function regulator activity'],0.06916353333333333
"['mitochondrion', 'organelle']","['generation of precursor metabolites and energy', 'mitochondrion organization', 'nucleobase-containing small molecule metabolic process', 'protein-containing complex assembly', 'carbohydrate derivative metabolic process']","['catalytic activity', 'transporter activity', 'oxidoreductase activity']",0.16352213333333332
"['nucleus', 'nucleoplasm', 'organelle']",['mRNA metabolic process'],['RNA binding'],0.002291733333333333
['organelle'],"['signaling', 'anatomical structure development']",['structural molecule activity'],0.14248166666666667
"['endosome', 'cytosol', 'plasma membrane', 'cytoplasmic vesicle', 'organelle']","['cytoskeleton organization', 'signaling', 'cell differentiation', 'anatomical structure development', 'cell motility']","['catalytic activity', 'GTPase activity', 'hydrolase activity']",0.0289308
"['extracellular region', 'extracellular space', 'nucleus', 'cytosol', 'organelle']","['carbohydrate metabolic process', 'generation of precursor metabolites and energy', 'nucleobase-containing small molecule metabolic process', 'carbohydrate derivative metabolic process']","['catalytic activity', 'oxidoreductase activity']",0.06956993333333333
"['extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'nucleolus', 'external encapsulating structure', 'extracellular matrix', 'organelle']",['mRNA metabolic process'],['RNA binding'],0.03073433333333334
"['nucleus', 'nuclear envelope', 'nucleoplasm', 'endoplasmic reticulum', 'Golgi apparatus', 'cytosol', 'organelle']","['DNA recombination', 'intracellular protein transport', 'nucleocytoplasmic transport']","['RNA binding', 'molecular carrier activity']",0.06771106666666667
"['nucleus', 'nuclear envelope', 'nucleoplasm', 'cytosol', 'organelle']","['DNA recombination', 'intracellular protein transport', 'nucleocytoplasmic transport', 'programmed cell death', 'signaling', 'anatomical structure development']",['molecular carrier activity'],0.016510666666666667
"['nucleus', 'nucleoplasm', 'cytosol', 'organelle']","['cytoplasmic translation', 'DNA-templated transcription', 'regulation of DNA-templated transcription', 'nucleocytoplasmic transport', 'mRNA metabolic process', 'regulatory ncRNA-mediated gene silencing']","['DNA binding', 'RNA binding']",0.15601826666666668
"['extracellular region', 'extracellular space', 'nucleus', 'mitochondrion', 'endoplasmic reticulum', 'cytosol', 'organelle']","['muscle system process', 'circulatory system process', 'mitochondrion organization', 'cytoskeleton organization', 'signaling', 'protein maturation', 'protein-containing complex assembly']",['molecular function regulator activity'],0.05322913333333333
"['endosome', 'cytosol', 'cytoskeleton', 'plasma membrane', 'cytoplasmic vesicle', 'organelle']","['immune system process', 'cell adhesion', 'programmed cell death', 'signaling', 'cell differentiation', 'protein modification process', 'anatomical structure development', 'defense response to other organism', 'carbohydrate derivative metabolic process']","['catalytic activity', 'transferase activity', 'catalytic activity, acting on a protein']",0.28360793333333334
"['nucleus', 'nucleoplasm', 'cytosol', 'plasma membrane', 'organelle']","['lipid metabolic process', 'signaling', 'wound healing']","['catalytic activity', 'transferase activity']",0.11495873333333334
"['nucleus', 'nucleoplasm', 'nucleolus', 'cytosol', 'organelle']",['DNA-templated transcription'],"['DNA binding', 'catalytic activity', 'transferase activity', 'catalytic activity, acting on RNA']",0.08005786666666667
"['nucleus', 'nucleoplasm', 'organelle']",['DNA-templated transcription'],"['DNA binding', 'catalytic activity', 'transferase activity', 'catalytic activity, acting on RNA']",0.13111499999999998
"['nucleus', 'nucleoplasm', 'cytosol', 'cytoskeleton', 'organelle']","['immune system process', 'muscle system process', 'circulatory system process', 'programmed cell death', 'reproductive process', 'signaling', 'cell differentiation', 'protein modification process', 'anatomical structure development', 'defense response to other organism']","['catalytic activity', 'transferase activity', 'catalytic activity, acting on a protein']",0.02683946666666667
"['extracellular region', 'extracellular space', 'nucleus', 'cytosol', 'cytoskeleton', 'plasma membrane', 'organelle']","['programmed cell death', 'vesicle-mediated transport', 'signaling']",['molecular function regulator activity'],0.14415919999999996
['plasma membrane'],"['circulatory system process', 'transmembrane transport']",['transporter activity'],0.16052020000000003
"['nucleus', 'nuclear envelope', 'cytosol', 'cytoplasmic vesicle', 'organelle']","['nucleocytoplasmic transport', 'cytoskeleton organization', 'reproductive process', 'cell differentiation', 'anatomical structure development']","['DNA binding', 'RNA binding', 'molecular function regulator activity']",0.04250966666666667
"['nucleus', 'nucleoplasm', 'cytosol', 'organelle']","['DNA-templated transcription', 'regulation of DNA-templated transcription', 'protein-containing complex assembly']","['DNA binding', 'general transcription initiation factor activity']",0.047172933333333326
"['nucleus', 'nucleoplasm', 'organelle']","['DNA-templated transcription', 'regulation of DNA-templated transcription', 'protein-containing complex assembly']",['general transcription initiation factor activity'],0.007792133333333335
"['nucleus', 'nucleoplasm', 'chromosome', 'Golgi apparatus', 'cytosol', 'organelle']","['immune system process', 'DNA repair', 'DNA recombination', 'programmed cell death', 'reproductive process', 'signaling', 'anatomical structure development']","['DNA binding', 'catalytic activity', 'histone binding', 'catalytic activity, acting on DNA', 'molecular sensor activity', 'ATP-dependent activity']",0.14318559999999997
"['nucleus', 'cytosol', 'cytoskeleton', 'organelle']","['mitotic cell cycle', 'cytoskeleton organization', 'microtubule-based movement', 'chromosome segregation', 'mitotic nuclear division']","['cytoskeletal motor activity', 'cytoskeletal protein binding', 'ATP-dependent activity']",0.2077872666666667
"['cytosol', 'plasma membrane']","['immune system process', 'vesicle-mediated transport', 'signaling', 'wound healing', 'anatomical structure development', 'cell motility']",['molecular function regulator activity'],0.06228993333333333
"['nucleus', 'nucleoplasm', 'cytoskeleton', 'organelle']","['immune system process', 'DNA-templated transcription', 'regulation of DNA-templated transcription']","['DNA binding', 'transcription regulator activity']",0.07299513333333334
"['nucleus', 'organelle']","['DNA-templated transcription', 'regulation of DNA-templated transcription']","['DNA binding', 'transcription regulator activity']",0.20206886666666665
"['nucleus', 'nucleoplasm', 'organelle']","['DNA-templated transcription', 'regulation of DNA-templated transcription', 'snRNA metabolic process']","['DNA binding', 'transcription regulator activity']",0.024262333333333334
"['nucleus', 'nucleoplasm', 'organelle']","['programmed cell death', 'mRNA metabolic process', 'protein-containing complex assembly']","['DNA binding', 'RNA binding']",0.025313
"['extracellular region', 'extracellular space', 'nucleus', 'mitochondrion', 'peroxisome', 'cytosol', 'organelle']","['amino acid metabolic process', 'lipid metabolic process', 'mRNA metabolic process']","['RNA binding', 'catalytic activity', 'hydrolase activity', 'catalytic activity, acting on RNA']",0.1432398
"['extracellular region', 'extracellular space', 'cytosol', 'organelle']","['amino acid metabolic process', 'sulfur compound metabolic process']","['catalytic activity', 'transferase activity']",0.09742706666666669
"['mitochondrion', 'endoplasmic reticulum', 'microtubule organizing center', 'cytosol', 'cytoskeleton', 'organelle']","['carbohydrate metabolic process', 'generation of precursor metabolites and energy', 'autophagy', 'mitochondrion organization', 'programmed cell death', 'anatomical structure development', 'transmembrane transport', 'nucleobase-containing small molecule metabolic process', 'membrane organization', 'carbohydrate derivative metabolic process']","['catalytic activity', 'transferase activity']",0.07202133333333333
"['extracellular region', 'mitochondrion', 'cytosol', 'cytoplasmic vesicle', 'organelle']","['carbohydrate metabolic process', 'generation of precursor metabolites and energy', 'nucleobase-containing small molecule metabolic process', 'carbohydrate derivative metabolic process']","['catalytic activity', 'transferase activity']",0.2012479333333333
['plasma membrane'],"['signaling', 'cell differentiation', 'anatomical structure development']","['catalytic activity', 'transferase activity', 'molecular transducer activity', 'catalytic activity, acting on a protein']",0.0329304
